画像コード,除外,有効エリア,アノテーション対象,アノテーション回数,最終アノテーション更新日時,最終担当者,マージ日時,0:正常,1:汚れ,2:擦り跡,3:発塵痕,4:打痕、傷,5:異物,6:ウォーターマーク,7:残渣,8:ヒゲ,9:膜境界不良,10:コメット,11:タイガーストライプ,ノッチ,曖昧,不適,コメント,欠陥分類(順位),サンプル番号,狙い欠陥種,狙い欠陥種(番号)
1-08-01-A1-0332-O,,●,●,1,2024/11/18_16:34:48,M.S.,2024/11/18_16:49:45,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0333-O,,●,●,1,2024/11/18_16:35:04,M.S.,2024/11/18_16:49:45,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0335-O,,●,●,1,2024/11/18_16:35:46,M.S.,2024/11/18_16:49:45,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0336-O,,●,●,3,2025/01/10_09:55:51,M.S.,2025/01/10_10:00:46,,●,,,,●,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0337-O,,●,●,2,2025/01/10_09:55:54,M.S.,2025/01/10_10:00:46,,●,,,,●,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0338-O,,●,●,1,2024/11/18_16:36:28,M.S.,2024/11/18_16:49:45,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0339-O,,●,●,1,2024/11/18_16:37:04,M.S.,2024/11/18_16:49:45,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0340-O,,●,●,1,2024/11/18_16:37:08,M.S.,2024/11/18_16:49:45,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0341-O,,●,●,1,2024/11/18_16:37:11,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0342-O,,●,●,1,2024/11/18_16:37:14,M.S.,2024/11/18_16:49:45,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0343-O,,●,●,1,2024/11/18_16:46:02,M.S.,2024/11/18_16:49:45,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0344-O,,●,●,1,2024/11/18_16:46:07,M.S.,2024/11/18_16:49:45,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0345-O,,●,●,1,2024/11/18_16:46:10,M.S.,2024/11/18_16:49:45,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0346-O,,●,●,1,2024/11/18_16:46:13,M.S.,2024/11/18_16:49:45,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0347-O,,●,●,1,2024/11/18_16:46:16,M.S.,2024/11/18_16:49:45,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0348-O,,●,●,1,2024/11/18_16:46:19,M.S.,2024/11/18_16:49:45,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0349-O,,●,●,1,2024/11/18_16:46:36,M.S.,2024/11/18_16:49:45,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0350-O,,●,●,1,2024/11/18_16:46:39,M.S.,2024/11/18_16:49:45,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0351-O,,●,●,1,2024/11/18_16:46:42,M.S.,2024/11/18_16:49:45,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0354-O,,●,●,1,2024/11/18_16:46:58,M.S.,2024/11/18_16:49:45,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0355-O,,●,●,1,2024/11/18_16:47:01,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0356-O,,●,●,1,2024/11/18_16:47:04,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0357-O,,●,●,1,2024/11/18_16:47:08,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0358-O,,●,●,1,2024/11/18_16:47:11,M.S.,2024/11/18_16:49:45,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0359-O,,●,●,1,2024/11/18_16:47:15,M.S.,2024/11/18_16:49:45,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0360-O,,●,●,1,2024/11/18_16:47:19,M.S.,2024/11/18_16:49:45,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0361-O,,●,●,1,2024/11/18_16:47:23,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0362-O,,●,●,1,2024/11/18_16:47:25,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0363-O,,●,●,1,2024/11/18_16:47:27,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0364-O,,●,●,1,2024/11/18_16:47:29,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0365-O,,●,●,1,2024/11/18_16:47:31,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0366-O,,●,●,1,2024/11/18_16:47:34,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0367-O,,●,●,1,2024/11/18_16:47:36,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0368-O,,●,●,1,2024/11/18_16:47:39,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0371-O,,●,●,1,2024/11/18_16:47:48,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0372-O,,●,●,1,2024/11/18_16:47:50,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0373-O,,●,●,1,2024/11/18_16:47:52,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0374-O,,●,●,1,2024/11/18_16:47:55,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0375-O,,●,●,1,2024/11/18_16:48:00,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0376-O,,●,●,1,2024/11/18_16:48:02,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0379-O,,●,●,1,2024/11/18_16:48:14,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0380-O,,●,●,1,2024/11/18_16:48:16,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0381-O,,●,●,1,2024/11/18_16:48:19,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0382-O,,●,●,1,2024/11/18_16:48:22,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0383-O,,●,●,1,2024/11/18_16:48:24,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0386-O,,●,●,1,2024/11/18_16:48:36,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0388-O,,●,●,1,2024/11/18_16:48:40,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0391-O,,●,●,1,2024/11/18_16:48:49,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0392-O,,●,●,1,2024/11/18_16:48:52,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0393-O,,●,●,1,2024/11/18_16:48:55,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0394-O,,●,●,1,2024/11/18_16:48:57,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0397-O,,●,●,1,2024/11/18_16:49:09,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0398-O,,●,●,1,2024/11/18_16:49:11,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0399-O,,●,●,1,2024/11/18_16:49:13,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0400-O,,●,●,1,2024/11/18_16:49:16,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0401-O,,●,●,1,2024/11/18_16:49:19,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0402-O,,●,●,1,2024/11/18_16:49:21,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0403-O,,●,●,1,2024/11/18_16:49:23,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0405-O,,●,●,1,2024/11/18_16:49:28,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0406-O,,●,●,1,2024/11/18_16:49:30,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0407-O,,●,●,1,2024/11/18_16:49:32,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-01-A1-0408-O,,●,●,2,2024/11/18_16:49:39,M.S.,2024/11/18_16:49:45,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0029-O,,●,●,1,2024/11/19_10:40:15,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0030-O,,●,●,1,2024/11/19_10:40:23,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0031-O,,●,●,2,2024/11/27_09:54:03,M.S.,2024/11/27_10:56:34,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0032-O,,●,●,2,2024/11/27_09:53:54,M.S.,2024/11/27_10:56:34,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0033-O,,●,●,1,2024/11/19_10:42:32,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0034-O,,●,●,1,2024/11/19_10:42:35,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0035-O,,●,●,1,2024/11/19_10:42:36,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0036-O,,●,●,1,2024/11/19_10:42:42,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0037-O,,●,●,1,2024/11/19_10:42:44,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0039-O,,●,●,3,2024/11/27_09:54:31,M.S.,2024/11/27_10:56:34,,●,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0040-O,,●,●,2,2024/11/27_09:54:33,M.S.,2024/11/27_10:56:34,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0041-O,,●,●,2,2024/11/27_09:54:36,M.S.,2024/11/27_10:56:34,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0042-O,,●,●,1,2024/11/19_10:42:59,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0043-O,,●,●,1,2024/11/19_10:43:01,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0044-O,,●,●,1,2024/11/19_10:43:03,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0045-O,,●,●,1,2024/11/19_10:43:08,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0046-O,,●,●,2,2024/11/27_09:54:45,M.S.,2024/11/27_10:56:34,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0047-O,,●,●,2,2024/11/27_09:55:02,M.S.,2024/11/27_10:56:34,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0048-O,,●,●,1,2024/11/19_10:43:14,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0049-O,,●,●,1,2024/11/19_10:43:15,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0050-O,,●,●,1,2024/11/19_10:43:18,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0051-O,,●,●,1,2024/11/19_10:43:19,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0052-O,,●,●,1,2024/11/19_10:43:22,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0053-O,,●,●,1,2024/11/19_10:43:24,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0054-O,,●,●,2,2024/11/27_09:55:19,M.S.,2024/11/27_10:56:34,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0055-O,,●,●,1,2024/11/19_10:43:30,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0057-O,,●,●,1,2024/11/19_10:50:07,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0058-O,,●,●,1,2024/11/19_10:50:09,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0061-O,,●,●,1,2024/11/19_10:50:26,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0062-O,,●,●,1,2024/11/19_10:50:28,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0065-O,,●,●,2,2024/12/09_15:31:05,W.K.,2024/12/09_16:08:01,,●,,,,,,,,●,●,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0067-O,,●,●,4,2025/01/10_10:43:23,M.S.,2025/01/10_10:58:39,,,,,,,,,,●,●,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0069-O,,●,●,2,2024/12/09_15:31:20,W.K.,2024/12/09_16:08:01,,●,,,,,,,,●,●,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0070-O,,●,●,2,2024/12/09_15:31:23,W.K.,2024/12/09_16:08:01,,●,,,,,,,,●,●,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0074-O,,●,●,1,2024/11/19_10:51:12,M.S.,2024/11/19_11:02:06,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0075-O,,●,●,1,2024/11/19_10:51:15,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0076-O,,●,●,2,2024/11/27_09:56:07,M.S.,2024/11/27_10:56:34,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0077-O,,●,●,2,2024/11/27_09:56:11,M.S.,2024/11/27_10:56:34,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0078-O,,●,●,1,2024/11/19_10:51:25,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0079-O,,●,●,1,2024/11/19_10:51:27,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0080-O,,●,●,1,2024/11/19_10:51:30,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0081-O,,●,●,2,2024/12/12_15:50:20,M.S.,2024/12/12_16:04:35,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0082-O,,●,●,1,2024/11/19_10:51:34,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0084-O,,●,●,3,2024/12/12_15:50:52,M.S.,2024/12/12_16:04:35,,●,,,,,,,,●,●,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0085-O,,●,●,3,2024/12/12_15:50:53,M.S.,2024/12/12_16:04:35,,●,,,,,,,,●,●,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0086-O,,●,●,3,2024/12/12_15:50:56,M.S.,2024/12/12_16:04:35,,●,,,,,,,,●,●,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0087-O,,●,●,3,2024/12/12_15:51:00,M.S.,2024/12/12_16:04:35,,●,,,,,,,,●,●,,●,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0088-O,,●,●,3,2024/12/12_15:51:02,M.S.,2024/12/12_16:04:35,,●,,,,,,,,●,●,,●,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0089-O,,●,●,3,2024/12/12_15:51:05,M.S.,2024/12/12_16:04:35,,●,,,,,,,,●,●,,●,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0090-O,,●,●,3,2024/12/12_15:51:11,M.S.,2024/12/12_16:04:35,,●,,,,,,,,●,●,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0091-O,,●,●,3,2024/12/17_09:29:26,M.S.,2024/12/17_13:14:26,,●,,,,,,,,●,●,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0092-O,,●,●,3,2024/12/17_09:29:30,M.S.,2024/12/17_13:14:26,,●,,,,,,,,●,●,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0093-O,,●,●,3,2024/12/17_09:29:33,M.S.,2024/12/17_13:14:26,,●,,,,,,,●,●,●,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0094-O,,●,●,3,2024/12/17_09:29:35,M.S.,2024/12/17_13:14:26,,●,,,,,,,●,●,●,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0095-O,,●,●,3,2024/12/17_09:29:41,M.S.,2024/12/17_13:14:26,,●,,,,,,,,●,●,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0096-O,,●,●,1,2024/11/19_10:52:37,M.S.,2024/11/19_11:02:06,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0097-O,,●,●,1,2024/11/19_10:52:40,M.S.,2024/11/19_11:02:06,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0098-O,,●,●,1,2024/11/19_10:52:44,M.S.,2024/11/19_11:02:06,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0099-O,,●,●,2,2024/11/27_09:58:18,M.S.,2024/11/27_10:56:34,,●,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0100-O,,●,●,1,2024/11/19_10:52:49,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0101-O,,●,●,1,2024/11/19_10:52:52,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0102-O,,●,●,1,2024/11/19_10:52:54,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0103-O,,●,●,1,2024/11/19_10:52:56,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0104-O,,●,●,1,2024/11/19_10:52:58,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0105-O,,●,●,1,2024/11/19_10:53:00,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0106-O,,●,●,1,2024/11/19_10:53:02,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0107-O,,●,●,1,2024/11/19_10:53:03,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0108-O,,●,●,1,2024/11/19_10:53:06,M.S.,2024/11/19_11:02:06,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0109-O,,●,●,1,2024/11/19_10:53:08,M.S.,2024/11/19_11:02:06,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0110-O,,●,●,1,2024/11/19_10:53:10,M.S.,2024/11/19_11:02:06,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0111-O,,●,●,1,2024/11/19_10:53:12,M.S.,2024/11/19_11:02:06,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0112-O,,●,●,1,2024/11/19_10:53:15,M.S.,2024/11/19_11:02:06,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0113-O,,●,●,1,2024/11/19_10:53:17,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0114-O,,●,●,1,2024/11/19_10:53:20,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0115-O,,●,●,1,2024/11/19_10:53:22,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0116-O,,●,●,1,2024/11/19_10:53:23,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0117-O,,●,●,1,2024/11/19_10:53:24,M.S.,2024/11/19_11:02:06,,,,,,,,,,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0118-O,,●,●,2,2024/11/27_10:04:42,M.S.,2024/11/27_10:56:34,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0119-O,,●,●,1,2024/11/19_10:53:29,M.S.,2024/11/19_11:02:06,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
1-08-02-A1-0120-O,,●,●,1,2024/11/19_10:53:31,M.S.,2024/11/19_11:02:06,,,,,,,,,●,●,,,,,,,9:膜境界不良,108,膜境界不良,9:膜境界不良
